no	pattern_name	attributes	algorithm	id	plus_month_rate	plus_days_rate	description	bettype	bet_kumiban	pattern	ranktype	waku	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	daily_betamt	daily_hitamt	daily_incomeamt	avg_hitamt	dev_hitamt	max_hitamt	total_month	total_days
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.71	0.48	0079	3F	123	1_2_A2	norm3f_12	12	102	48	10200	11780	1580	0.47	1.15	13	16	3	245	72	500	24	92
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.48	0.20	0079	3T	124	5_1_A1	norm3t_0	0	92	18	9200	14010	4810	0.20	1.52	12	19	7	802	382	1880	23	89
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.50	0.21	0079	3T	125	5_3_A1	norm3t_0	0	106	20	10600	16500	5900	0.19	1.56	14	22	8	841	334	1480	24	92
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.59	0.34	0079	2T	1=	3_2_B1	form2t2_23	25	234	40	23400	30190	6790	0.17	1.29	32	41	9	716	493	2640	22	104
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.55	0.31	0079	3F	134	7_5_A1	norm3f_12	13	62	19	6200	8140	1940	0.31	1.31	8	11	3	431	131	760	20	59
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.63	0.26	0079	3T	123	1_2_A2	norm3t_0	0	102	24	10200	13050	2850	0.24	1.28	13	17	4	548	212	1120	24	92
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.58	0.23	0079	3T	123	3_3_A2	norm3t_0	0	159	34	15900	20910	5010	0.21	1.32	21	28	7	617	261	1510	24	141
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.63	0.14	0079	3T	126	3_4_A2	norm3t_0	0	182	22	18200	32220	14020	0.12	1.77	24	44	20	1465	666	3230	24	157
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.71	0.74	0079	1T	1	1_0_B1	norm1t_23	15	35	26	3500	4590	1090	0.74	1.31	4	6	2	184	76	370	14	34
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.63	0.65	0079	1T	1	1_2_A2	norm1t_23	33	129	87	12900	14540	1640	0.67	1.13	17	19	2	168	67	520	24	110
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.55	0.43	0079	1T	1	2_3_B1	norm1t_23	55	87	36	8700	11670	2970	0.41	1.34	11	16	5	342	186	1000	22	80
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.54	0.60	0079	1T	1	3_3_A2	norm1t_23	23	159	100	15900	19570	3670	0.63	1.23	21	26	5	190	112	840	24	141
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.63	0.50	0079	1T	1	3_3_B1	norm1t_23	36	91	45	9100	10290	1190	0.49	1.13	12	14	2	229	98	470	24	80
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.87	0.79	0079	1T	1	3_5_A2	norm1t_23	23	19	15	1900	2750	850	0.79	1.45	2	3	1	178	63	290	15	19
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.75	0.74	0079	1T	1	4_1_B1	norm1t_23	34	20	14	2000	3080	1080	0.70	1.54	2	4	2	219	89	390	12	19
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.71	0.72	0079	1T	1	4_3_A2	norm1t_23	55	63	45	6300	7210	910	0.71	1.14	8	9	1	164	53	310	24	60
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.80	0.87	0079	1T	1	7_2_A1	norm1t_23	34	48	42	4800	5440	640	0.88	1.13	6	7	1	129	27	190	20	47
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.56	0.54	0079	1T	1	7_2_B1	norm1t_23	45	35	19	3500	5130	1630	0.54	1.47	4	7	3	258	139	620	18	35
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.61	0.55	0079	1T	1	7_2_B1	norm1t_23	66	74	40	7400	9460	2060	0.54	1.28	10	12	2	226	133	700	23	67
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.74	0.59	0079	1T	1	7_3_B1	norm1t_23	44	65	40	6500	7530	1030	0.62	1.16	8	10	2	187	58	360	23	59
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.58	0.56	0079	1T	1	7_4_B1	norm1t_23	23	116	66	11600	12970	1370	0.57	1.12	15	17	2	195	75	450	24	98
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.71	0.78	0079	1T	2	7_3_B2	norm1t_23	26	9	7	900	1770	870	0.78	1.97	1	2	1	253	51	340	7	9
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.65	0.64	0079	1T	4	3_2_B1	norm1t_23	45	26	16	2600	3630	1030	0.62	1.40	3	4	1	224	100	400	17	25
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.58	0.48	0079	2T	12	4_1_A1	norm2t_3	5	59	28	5900	7260	1360	0.47	1.23	8	9	1	259	83	470	19	58
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.46	0.30	0079	2T	12	4_2_B1	norm2t_3	4	69	21	6900	9680	2780	0.30	1.40	9	13	4	453	135	820	24	61
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.63	0.48	0079	2T	12	7_1_A1	norm2t_3	3	150	67	15000	18180	3180	0.45	1.21	20	24	4	270	99	670	24	128
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.63	0.41	0079	2T	12	7_2_A2	norm2t_3	3	223	84	22300	25700	3400	0.38	1.15	30	35	5	305	134	910	24	183
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.63	0.50	0079	2T	13	1_1_A1	norm2t_3	4	28	14	2800	3920	1120	0.50	1.40	3	5	2	284	53	380	16	28
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.46	0.21	0079	2T	14	2_3_B1	norm2t_3	6	101	19	10100	19380	9280	0.19	1.92	13	26	13	1020	684	3140	24	90
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.42	0.32	0079	2T	14	2_4_B1	norm2t_3	6	23	7	2300	5210	2910	0.30	2.27	3	7	4	744	293	1160	12	22
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.50	0.39	0079	2T	15	3_2_A2	norm2t_3	5	71	26	7100	9290	2190	0.37	1.31	9	12	3	353	89	680	24	66
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.63	0.27	0079	2T	16	3_3_A2	norm2t_3	6	106	26	10600	13650	3050	0.25	1.29	14	18	4	536	204	920	24	94
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.40	0.23	0079	2T	16	4_3_B1	norm2t_3	6	45	10	4500	9970	5470	0.22	2.22	6	13	7	953	488	1780	20	43
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.71	0.48	0079	3F	123	1_2_A2	norm3f_123	123	102	48	10200	11780	1580	0.47	1.15	13	16	3	245	72	500	24	92
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.55	0.31	0079	3F	134	7_5_A1	norm3f_123	134	62	19	6200	8140	1940	0.31	1.31	8	11	3	431	131	760	20	59
15	turn+acount+level1	ranknationrate	bayes	b_r_turn+acoun	0.54	0.27	0079	3T	123	7_1_A1	norm3t_0	0	150	35	15000	21780	6780	0.23	1.45	20	29	9	623	256	1250	24	128
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.55	0.55	0080	2T	12	7_1_A1	norm2t_3	3	65	35	6500	8470	1970	0.54	1.30	8	11	3	241	68	470	22	64
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.45	0.48	0080	2T	13	1_6_A1	norm2t_3	6	51	22	5100	7780	2680	0.43	1.53	6	10	4	345	101	590	20	46
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.63	0.38	0080	2T	23	3_3_B1	norm2t_3	4	13	5	1300	3940	2640	0.38	3.03	1	5	4	788	190	1040	8	13
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.53	0.35	0080	3F	125	2_1_A1	norm3f_12	12	32	11	3200	5490	2290	0.34	1.72	4	7	3	529	181	860	19	31
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.53	0.35	0080	3F	125	2_1_A1	norm3f_123	125	32	11	3200	5490	2290	0.34	1.72	4	7	3	529	181	860	19	31
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.44	0.50	0080	3T	125	7_3_A2	norm3t_0	0	11	5	1100	3950	2850	0.45	3.59	1	5	4	733	209	1050	9	10
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.60	0.48	0080	3T	13=	1_6_A1	form3t4_3	6	204	22	20400	30620	10220	0.11	1.50	27	42	15	1346	405	2190	20	46
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.41	0.32	0080	3T	123	3_3_A1	norm3t_0	0	34	11	3400	6110	2710	0.32	1.80	4	8	4	552	238	1080	17	34
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.52	0.29	0080	3T	125	1_2_A1	norm3t_0	0	43	12	4300	7060	2760	0.28	1.64	5	9	4	588	176	970	23	41
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.50	0.31	0080	3T	234	3_3_B1	norm3t_0	0	13	4	1300	5800	4500	0.31	4.46	1	7	6	1450	182	1680	8	13
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.88	0.92	0080	1T	1	2_5_A1	norm1t_23	35	24	22	2400	2950	550	0.92	1.23	3	4	1	131	32	210	16	24
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.88	0.90	0080	1T	1	7_4_A2	norm1t_23	34	20	18	2000	2950	950	0.90	1.48	2	4	2	161	65	370	16	20
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.52	0.53	0080	1T	2	4_2_B1	norm1t_23	41	49	26	4900	6260	1360	0.53	1.28	6	8	2	241	109	480	23	47
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.46	0.33	0080	1T	3	2_0_B1	norm1t_23	31	54	17	5400	8050	2650	0.31	1.49	7	11	4	482	170	780	24	52
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.57	0.43	0080	1T	3	2_4_A2	norm1t_23	36	72	30	7200	9320	2120	0.42	1.29	9	12	3	312	143	800	21	70
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.57	0.43	0080	1T	3	5_3_A2	norm1t_23	34	56	23	5600	9110	3510	0.41	1.63	7	12	5	396	274	1120	21	54
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.50	0.48	0080	2F	12	7_1_A1	norm2f_12	12	240	114	24000	25750	1750	0.48	1.07	32	35	3	226	84	630	24	188
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.57	0.54	0080	2F	13	1_6_A1	norm2f_12	13	56	28	5600	8340	2740	0.50	1.49	7	11	4	289	104	580	21	50
35	turn+acount+level1	ranknationrate	filter_bayes	f_r_turn+acoun	0.64	0.31	0080	3T	123	7_1_A1	norm3t_0	0	65	20	6500	10670	4170	0.31	1.64	8	14	6	537	208	1060	22	64
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.55	0.63	0081	1T	1	3_3_A2	norm1t_23	22	68	44	6800	8220	1420	0.65	1.21	9	11	2	183	92	550	22	63
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.76	0.78	0081	1T	1	4_4_A2	norm1t_23	33	23	18	2300	3090	790	0.78	1.34	3	4	1	170	55	290	17	23
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.69	0.67	0081	1T	1	5_3_B1	norm1t_23	22	21	14	2100	4170	2070	0.67	1.99	2	5	3	298	142	570	13	18
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.71	0.72	0081	1T	1	7_3_A2	norm1t_23	13	78	57	7800	9940	2140	0.73	1.27	10	13	3	174	93	610	24	75
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.73	0.59	0081	2F	12	7_2_A2	norm2f_12	21	32	19	3200	5470	2270	0.59	1.71	4	7	3	288	168	680	15	32
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.61	0.33	0081	2F	23	4_3_B1	norm2f_12	23	103	32	10300	13700	3400	0.31	1.33	14	18	4	419	258	1160	23	92
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.50	0.39	0081	2T	1=	4_3_B1	form2t2_23	32	114	21	11400	24560	13160	0.18	2.15	15	33	18	1175	773	3300	22	54
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.45	0.18	0081	3F	126	3_5_A1	norm3f_12	12	64	11	6400	14870	8470	0.17	2.32	8	20	12	1352	613	2210	22	62
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.50	0.43	0081	3T	12=	1_5_A1	form3t4_3	5	88	10	8800	15300	6500	0.11	1.74	12	20	8	1530	432	2270	16	21
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.54	0.20	0081	3T	123	7_6_A1	norm3t_0	0	99	18	9900	14420	4520	0.18	1.46	13	19	6	773	322	1620	24	88
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.27	0.15	0081	3T	124	1_1_B1	norm3t_0	0	27	4	2700	11290	8590	0.15	4.18	3	15	12	2823	348	3380	15	26
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.53	0.42	0081	2T	1=	1_1_B1	form2t2_23	24	54	11	5400	9980	4580	0.20	1.85	7	13	6	829	467	1650	15	26
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.42	0.32	0081	2T	1=	3_3_B1	form2t2_23	32	168	27	16800	23550	6750	0.16	1.40	23	32	9	833	501	2080	24	77
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.50	0.67	0081	2T	1=	7_5_A1	form2t2_23	42	68	23	6800	10310	3510	0.34	1.52	9	14	5	458	208	1080	18	33
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.53	0.31	0081	2T	12	1_1_B1	norm2t_3	4	27	8	2700	8110	5410	0.30	3.00	3	11	8	1014	494	1650	15	26
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.43	0.32	0081	2T	12	3_2_A2	norm2t_3	5	47	15	4700	8890	4190	0.32	1.89	6	12	6	559	355	1280	21	47
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.59	0.46	0081	2T	12	7_4_A2	norm2t_3	2	29	14	2900	5100	2200	0.48	1.76	3	6	3	367	143	720	17	26
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.57	0.48	0081	2T	13	1_1_A1	norm2t_3	3	47	22	4700	6830	2130	0.47	1.45	6	9	3	313	79	480	21	44
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.65	0.58	0081	2T	13	4_2_A1	norm2t_3	3	27	15	2700	4910	2210	0.56	1.82	3	6	3	327	162	710	17	26
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.50	0.41	0081	2T	13	4_3_A2	norm2t_3	3	49	19	4900	7160	2260	0.39	1.46	6	9	3	370	144	680	22	46
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.41	0.20	0081	2T	13	4_3_B1	norm2t_3	2	57	11	5700	14290	8590	0.19	2.51	7	19	12	1299	883	3300	22	54
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.47	0.35	0081	2T	13	4_4_A2	norm2t_3	4	34	12	3400	6210	2810	0.35	1.83	4	8	4	518	203	940	19	34
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.40	0.23	0081	2T	14	1_3_B1	norm2t_3	5	51	11	5100	10730	5630	0.22	2.10	6	14	8	975	481	2010	20	48
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.56	0.39	0081	2T	14	7_5_A1	norm2t_3	2	34	13	3400	6990	3590	0.38	2.06	4	9	5	559	219	1080	18	33
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.63	0.56	0081	2T	2=	7_2_B1	form2t2_23	63	18	5	1800	6680	4880	0.28	3.71	2	9	7	1336	293	1680	8	9
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.45	0.18	0081	3F	126	3_5_A1	norm3f_123	126	64	11	6400	14870	8470	0.17	2.32	8	20	12	1352	613	2210	22	62
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.69	0.63	0081	1T	1	1_1_B1	norm1t_23	23	32	21	3200	4610	1410	0.66	1.44	4	6	2	206	76	380	16	30
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.80	0.82	0081	1T	1	3_0_B1	norm1t_23	26	23	19	2300	3280	980	0.83	1.43	3	4	1	173	69	370	15	22
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.57	0.39	0081	1T	1	3_2_B1	norm1t_23	24	81	33	8100	10480	2380	0.41	1.29	11	14	3	306	192	870	23	75
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.63	0.48	0081	1T	1	3_2_B1	norm1t_23	25	59	29	5900	9360	3460	0.49	1.59	8	12	4	332	184	870	24	54
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.63	0.64	0081	1T	1	3_3_A2	norm1t_23	26	81	53	8100	9010	910	0.65	1.11	11	12	1	170	56	310	24	77
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.58	0.67	0081	1T	1	3_3_A2	norm1t_23	32	96	61	9600	10710	1110	0.64	1.12	13	14	1	173	58	350	24	85
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.77	0.67	0081	1T	1	3_3_A2	norm1t_23	34	92	63	9200	11350	2150	0.68	1.23	12	15	3	178	66	460	22	85
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.65	0.45	0081	1T	1	3_3_B1	norm1t_23	13	65	29	6500	8740	2240	0.45	1.34	8	11	3	290	141	610	23	58
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.68	0.45	0081	1T	1	3_3_B1	norm1t_23	26	66	28	6600	8610	2010	0.42	1.30	9	11	2	297	103	510	22	62
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.46	0.45	0081	1T	1	3_3_B1	norm1t_23	32	84	40	8400	11340	2940	0.48	1.35	11	15	4	272	129	620	24	77
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.73	0.67	0081	1T	1	4_1_B1	norm1t_23	34	21	14	2100	3420	1320	0.67	1.63	2	4	2	235	100	420	15	21
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.63	0.72	0081	1T	1	4_3_A2	norm1t_23	15	30	22	3000	4400	1400	0.73	1.47	4	6	2	199	79	430	19	29
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.57	0.43	0081	1T	1	4_3_B1	norm1t_23	26	57	25	5700	7580	1880	0.44	1.33	7	10	3	295	133	610	21	53
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.59	0.52	0081	1T	1	4_3_B1	norm1t_23	32	57	28	5700	7900	2200	0.49	1.39	7	10	3	281	165	830	22	54
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.50	0.63	0081	1T	1	5_2_B1	norm1t_23	32	33	20	3300	4580	1280	0.61	1.39	4	6	2	225	117	510	18	30
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.70	0.84	0081	1T	1	7_3_A1	norm1t_23	26	63	54	6300	6930	630	0.86	1.10	8	9	1	129	32	250	23	57
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.67	0.78	0081	1T	1	7_5_A2	norm1t_23	23	38	30	3800	4340	540	0.79	1.14	5	5	0	143	30	210	21	37
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.60	0.58	0081	1T	2	1_2_B1	norm1t_23	31	12	7	1200	6040	4840	0.58	5.03	1	8	7	780	585	1920	10	12
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.54	0.31	0081	2F	12	1_1_B1	norm2f_12	12	126	36	12600	17280	4680	0.29	1.37	17	23	6	485	318	1300	24	101
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.54	0.43	0081	2F	12	5_0_B1	norm2f_12	12	114	46	11400	14830	3430	0.40	1.30	15	20	5	308	186	1130	24	100
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.56	0.45	0081	2T	24	3_2_B1	norm2t_3	2	11	5	1100	3510	2410	0.45	3.19	1	4	3	647	194	850	9	11
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.59	0.46	0081	3T	12=	7_4_A2	form3t4_3	2	116	14	11600	21440	9840	0.12	1.85	15	29	14	1491	958	3840	17	26
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.39	0.23	0081	3T	132	5_3_A1	norm3t_0	0	60	12	6000	9670	3670	0.20	1.61	8	13	5	806	354	1360	23	52
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.38	0.16	0081	3T	134	3_4_A1	norm3t_0	0	95	14	9500	15220	5720	0.15	1.60	13	20	7	1052	444	1850	24	85
5	turn+acount+level1	entry	bayes	b_e_turn+acoun	0.25	0.10	0081	3T	145	1_3_B1	norm3t_0	0	51	5	5100	14920	9820	0.10	2.93	6	20	14	2984	728	3720	20	48
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.64	0.60	0082	1T	4	2_3_A2	norm1t_23	45	15	9	1500	5940	4440	0.60	3.96	2	8	6	660	607	1770	11	15
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.58	0.62	0082	1T	4	5_3_A2	norm1t_23	45	13	8	1300	2990	1690	0.62	2.30	1	4	3	374	144	560	12	13
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.56	0.52	0082	2T	12	1_2_A2	norm2t_3	3	27	14	2700	5010	2310	0.52	1.86	3	6	3	347	171	760	18	27
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.63	0.57	0082	2T	12	3_2_A1	norm2t_3	3	28	16	2800	4720	1920	0.57	1.69	3	6	3	295	164	620	19	28
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.44	0.34	0082	3F	125	4_3_B1	norm3f_12	25	29	10	2900	6000	3100	0.34	2.07	3	8	5	600	247	1070	18	29
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.63	0.56	0082	3F	134	3_1_A2	norm3f_12	13	9	5	900	5070	4170	0.56	5.63	1	6	5	1014	354	1430	8	9
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.63	0.56	0082	3F	134	3_1_A2	norm3f_123	134	9	5	900	5070	4170	0.56	5.63	1	6	5	1014	354	1430	8	9
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.75	0.55	0082	3F	134	5_6_A1	norm3f_12	13	11	6	1100	4970	3870	0.55	4.52	1	6	5	828	374	1450	8	11
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.75	0.55	0082	3F	134	5_6_A1	norm3f_123	134	11	6	1100	4970	3870	0.55	4.52	1	6	5	828	374	1450	8	11
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.56	0.37	0082	3T	123	1_2_A2	norm3t_0	0	27	10	2700	6800	4100	0.37	2.52	3	9	6	657	279	1160	18	27
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.42	0.31	0082	3T	132	1_4_A2	norm3t_0	0	16	5	1600	6580	4980	0.31	4.11	2	9	7	1242	600	1870	12	16
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.50	0.36	0082	3T	134	5_6_A1	norm3t_0	0	11	4	1100	5830	4730	0.36	5.30	1	7	6	1458	271	1730	8	11
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.33	0.27	0082	3T	143	4_5_A1	norm3t_0	0	15	4	1500	7580	6080	0.27	5.05	2	10	8	1895	188	2160	12	15
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.67	0.56	0082	2T	13	1_4_A2	norm2t_3	2	16	9	1600	4270	2670	0.56	2.67	2	5	3	435	200	810	12	16
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.75	0.73	0082	2T	1=	4_5_A1	form2t2_23	43	30	11	3000	4910	1910	0.37	1.64	4	6	2	446	104	660	12	15
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.56	0.48	0082	2T	13	1_1_A1	norm2t_3	3	28	13	2800	4100	1300	0.46	1.46	3	5	2	319	65	450	16	27
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.70	0.58	0082	2T	13	4_4_A2	norm2t_3	4	12	7	1200	3120	1920	0.58	2.60	1	4	3	446	111	580	10	12
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.44	0.34	0082	3F	125	4_3_B1	norm3f_123	251	29	10	2900	6000	3100	0.34	2.07	3	8	5	600	247	1070	18	29
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.41	0.27	0082	3F	135	4_4_A1	norm3f_12	15	30	8	3000	8310	5310	0.27	2.77	4	11	7	1039	510	1880	17	30
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.41	0.27	0082	3F	135	4_4_A1	norm3f_123	153	30	8	3000	8310	5310	0.27	2.77	4	11	7	1039	510	1880	17	30
25	turn+acount+level1	entry	filter_bayes	f_e_turn+acoun	0.46	0.47	0082	3T	16=	2_1_A1	form3t4_3	6	60	7	6000	19070	13070	0.12	3.18	8	26	18	2488	1451	4650	13	15
