description	bettype	bet_kumiban	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	daily_betamt	daily_hitamt	daily_incomeamt
0041	3F	146	1592	133	159200	124690	-34510	0.08	0.78	281	220	-61
0041	3F	156	902	45	90200	66680	-23520	0.05	0.74	159	118	-41
0041	3F	234	72	5	7200	5770	-1430	0.07	0.80	12	10	-2
0041	3F	235	85	8	8500	10920	2420	0.09	1.28	15	19	4
0041	3F	236	105	3	10500	1660	-8840	0.03	0.16	18	2	-16
0041	3F	245	132	3	13200	4650	-8550	0.02	0.35	23	8	-15
0041	3F	246	160	5	16000	6780	-9220	0.03	0.42	28	12	-16
0041	3F	256	207	8	20700	8860	-11840	0.04	0.43	36	15	-21
0041	3T	123	1500	216	150000	127270	-22730	0.14	0.85	265	225	-40
0041	3T	124	2445	254	244500	161160	-83340	0.10	0.66	432	285	-147
0041	3T	125	1228	119	122800	95630	-27170	0.10	0.78	217	169	-48
0041	3T	126	1949	100	194900	155650	-39250	0.05	0.80	344	275	-69
0041	3T	132	166	19	16600	14380	-2220	0.11	0.87	29	25	-4
0041	3T	134	1223	128	122300	99830	-22470	0.10	0.82	216	176	-40
0041	3T	135	1052	70	105200	63450	-41750	0.07	0.60	186	112	-74
0041	3T	136	1111	66	111100	97400	-13700	0.06	0.88	196	172	-24
0041	3T	142	140	8	14000	8960	-5040	0.06	0.64	24	15	-9
0041	3T	143	124	6	12400	7760	-4640	0.05	0.63	21	13	-8
0041	3T	145	772	38	77200	53000	-24200	0.05	0.69	136	93	-43
0041	3T	146	1084	50	108400	87790	-20610	0.05	0.81	191	155	-36
0041	3T	152	62	0	6200	0	-6200	0.00	0.00	10	0	-10
0041	3T	153	200	6	20000	10710	-9290	0.03	0.54	35	18	-17
0041	3T	154	261	7	26100	23490	-2610	0.03	0.90	46	41	-5
0041	3T	156	689	18	68900	65660	-3240	0.03	0.95	121	116	-5
0041	3T	162	73	0	7300	0	-7300	0.00	0.00	12	0	-12
0041	3T	163	72	3	7200	5850	-1350	0.04	0.81	12	10	-2
0041	3T	164	55	4	5500	12160	6660	0.07	2.21	9	21	12
0041	3T	165	19	0	1900	0	-1900	0.00	0.00	3	0	-3
0041	3T	213	116	10	11600	8460	-3140	0.09	0.73	20	14	-6
0041	3T	214	88	9	8800	14320	5520	0.10	1.63	15	25	10
0041	3T	215	111	2	11100	3050	-8050	0.02	0.27	19	5	-14
0041	3T	216	237	9	23700	24610	910	0.04	1.04	41	43	2
0041	3T	231	192	7	19200	23450	4250	0.04	1.22	33	41	8
0041	3T	234	33	2	3300	6680	3380	0.06	2.02	5	11	6
0041	3T	235	47	0	4700	0	-4700	0.00	0.00	8	0	-8
0041	3T	236	42	1	4200	880	-3320	0.02	0.21	7	1	-6
0041	3T	241	783	23	78300	46300	-32000	0.03	0.59	138	81	-57
0041	3T	243	11	0	1100	0	-1100	0.00	0.00	1	0	-1
0041	3T	245	87	0	8700	0	-8700	0.00	0.00	15	0	-15
0041	3T	246	84	1	8400	3830	-4570	0.01	0.46	14	6	-8
0041	3T	251	950	25	95000	80090	-14910	0.03	0.84	168	141	-27
0041	3T	253	21	1	2100	1480	-620	0.05	0.70	3	2	-1
0041	3T	254	17	0	1700	0	-1700	0.00	0.00	3	0	-3
0041	3T	256	152	4	15200	5340	-9860	0.03	0.35	26	9	-17
0041	3T	261	692	9	69200	34450	-34750	0.01	0.50	122	60	-62
0041	3T	263	22	0	2200	0	-2200	0.00	0.00	3	0	-3
0041	3T	264	15	0	1500	0	-1500	0.00	0.00	2	0	-2
0041	3T	265	7	0	700	0	-700	0.00	0.00	1	0	-1
0042	1T	1	21291	15334	2129100	1935130	-193970	0.72	0.91	3768	3425	-343
0042	1T	2	10978	3673	1097800	955220	-142580	0.33	0.87	1943	1690	-253
0042	2F	12	6939	2782	693900	569480	-124420	0.40	0.82	1228	1007	-221
0042	2F	13	5303	1681	530300	426940	-103360	0.32	0.81	938	755	-183
0042	2F	14	5368	1230	536800	409920	-126880	0.23	0.76	950	725	-225
0042	2F	15	3407	503	340700	279500	-61200	0.15	0.82	603	494	-109
0042	2F	16	1755	208	175500	153360	-22140	0.12	0.87	310	271	-39
0042	2F	23	699	113	69900	60060	-9840	0.16	0.86	123	106	-17
0042	2F	24	1817	238	181700	124870	-56830	0.13	0.69	321	221	-100
0042	2F	25	2289	234	228900	154480	-74420	0.10	0.67	405	273	-132
0042	2F	26	2133	162	213300	127440	-85860	0.08	0.60	377	225	-152
0042	2T	12	5942	2009	594200	475170	-119030	0.34	0.80	1051	841	-210
0042	2T	13	4983	1313	498300	386860	-111440	0.26	0.78	881	684	-197
0042	2T	14	5085	967	508500	375650	-132850	0.19	0.74	900	664	-236
0042	2T	15	3266	409	326600	266830	-59770	0.13	0.82	578	472	-106
0042	2T	16	1617	160	161700	138060	-23640	0.10	0.85	286	244	-42
0042	2T	21	997	122	99700	69390	-30310	0.12	0.70	176	122	-54
0042	2T	23	604	57	60400	42880	-17520	0.09	0.71	106	75	-31
0042	2T	24	1561	135	156100	95880	-60220	0.09	0.61	276	169	-107
0042	2T	25	2143	166	214300	142410	-71890	0.08	0.66	379	252	-127
0042	2T	26	1940	115	194000	117860	-76140	0.06	0.61	343	208	-135
0042	3F	123	1468	438	146800	113960	-32840	0.30	0.78	259	201	-58
0042	3F	124	2764	613	276400	209880	-66520	0.22	0.76	489	371	-118
0042	3F	125	1979	308	197900	167870	-30030	0.16	0.85	350	297	-53
0042	3F	126	2630	281	263000	213030	-49970	0.11	0.81	465	377	-88
0042	3F	134	1819	377	181900	139060	-42840	0.21	0.76	321	246	-75
0042	3F	135	1471	208	147100	104300	-42800	0.14	0.71	260	184	-76
0042	3F	136	2218	189	221800	182060	-39740	0.09	0.82	392	322	-70
0042	3F	145	1514	140	151400	103090	-48310	0.09	0.68	267	182	-85
0042	3F	146	2156	184	215600	192170	-23430	0.09	0.89	381	340	-41
0042	3F	156	1291	51	129100	77410	-51690	0.04	0.60	228	137	-91
0042	3F	234	98	3	9800	2730	-7070	0.03	0.28	17	4	-13
0042	3F	235	105	8	10500	9990	-510	0.08	0.95	18	17	-1
0042	3F	236	112	2	11200	1260	-9940	0.02	0.11	19	2	-17
0042	3F	245	193	12	19300	8320	-10980	0.06	0.43	34	14	-20
0042	3F	246	280	11	28000	9780	-18220	0.04	0.35	49	17	-32
0042	3F	256	376	17	37600	29470	-8130	0.05	0.78	66	52	-14
0042	3T	123	920	147	92000	71910	-20090	0.16	0.78	162	127	-35
0042	3T	124	1599	191	159900	118140	-41760	0.12	0.74	283	209	-74
0042	3T	125	1008	92	100800	74380	-26420	0.09	0.74	178	131	-47
0042	3T	126	1699	94	169900	132110	-37790	0.06	0.78	300	233	-67
0042	3T	132	161	17	16100	13190	-2910	0.11	0.82	28	23	-5
0042	3T	134	1193	123	119300	89930	-29370	0.10	0.75	211	159	-52
0042	3T	135	927	69	92700	71260	-21440	0.07	0.77	164	126	-38
0042	3T	136	1740	82	174000	140070	-33930	0.05	0.81	307	247	-60
0042	3T	142	121	8	12100	8710	-3390	0.07	0.72	21	15	-6
0042	3T	143	68	9	6800	10850	4050	0.13	1.60	12	19	7
0042	3T	145	915	36	91500	54110	-37390	0.04	0.59	161	95	-66
0042	3T	146	1778	81	177800	162290	-15510	0.05	0.91	314	287	-27
0042	3T	152	99	5	9900	7590	-2310	0.05	0.77	17	13	-4
0042	3T	153	94	4	9400	5550	-3850	0.04	0.59	16	9	-7
0042	3T	154	212	11	21200	38960	17760	0.05	1.84	37	68	31
0042	3T	156	1088	21	108800	67920	-40880	0.02	0.62	192	120	-72
0042	3T	162	66	6	6600	14380	7780	0.09	2.18	11	25	14
0042	3T	163	65	2	6500	2260	-4240	0.03	0.35	11	4	-7
0042	3T	164	63	3	6300	11790	5490	0.05	1.87	11	20	9
0042	3T	165	32	0	3200	0	-3200	0.00	0.00	5	0	-5
0042	3T	213	45	3	4500	3030	-1470	0.07	0.67	7	5	-2
0042	3T	214	141	4	14100	5390	-8710	0.03	0.38	24	9	-15
0042	3T	215	159	3	15900	8340	-7560	0.02	0.52	28	14	-14
0042	3T	216	276	7	27600	23960	-3640	0.03	0.87	48	42	-6
0042	3T	231	305	8	30500	12020	-18480	0.03	0.39	53	21	-32
0042	3T	234	74	1	7400	3760	-3640	0.01	0.51	13	6	-7
0042	3T	235	69	1	6900	5370	-1530	0.01	0.78	12	9	-3
0042	3T	236	80	1	8000	880	-7120	0.01	0.11	14	1	-13
0042	3T	241	815	28	81500	60340	-21160	0.03	0.74	144	106	-38
0042	3T	245	154	2	15400	2210	-13190	0.01	0.14	27	3	-24
0042	3T	246	214	1	21400	3830	-17570	0.00	0.18	37	6	-31
0042	3T	251	677	16	67700	56010	-11690	0.02	0.83	119	99	-20
0042	3T	253	10	1	1000	6300	5300	0.10	6.30	1	11	10
0042	3T	254	16	1	1600	5330	3730	0.06	3.33	2	9	7
0042	3T	256	318	4	31800	5270	-26530	0.01	0.17	56	9	-47
0042	3T	261	527	14	52700	57490	4790	0.03	1.09	93	101	8
0042	3T	263	15	0	1500	0	-1500	0.00	0.00	2	0	-2
0042	3T	264	30	0	3000	0	-3000	0.00	0.00	5	0	-5
0042	3T	265	16	0	1600	0	-1600	0.00	0.00	2	0	-2
0043	1T	1	21230	14746	2123000	2018950	-104050	0.69	0.95	3757	3573	-184
0043	1T	2	12471	3350	1247100	1161760	-85340	0.27	0.93	2207	2056	-151
0043	2F	12	8344	2870	834400	724750	-109650	0.34	0.87	1476	1282	-194
0043	2F	13	7061	1949	706100	590150	-115950	0.28	0.84	1249	1044	-205
0043	2F	14	6691	1465	669100	525510	-143590	0.22	0.79	1184	930	-254
0043	2F	15	5000	696	500000	439110	-60890	0.14	0.88	884	777	-107
0043	2F	16	3886	403	388600	315740	-72860	0.10	0.81	687	558	-129
0043	2F	23	3387	313	338700	259280	-79420	0.09	0.77	599	458	-141
0043	2F	24	3416	288	341600	240400	-101200	0.08	0.70	604	425	-179
0043	2F	25	3371	215	337100	240200	-96900	0.06	0.71	596	425	-171
0043	2F	26	3179	188	317900	192470	-125430	0.06	0.61	562	340	-222
0043	2T	12	5326	1530	532600	454730	-77870	0.29	0.85	942	804	-138
0043	2T	13	4487	1047	448700	376250	-72450	0.23	0.84	794	665	-129
0043	2T	14	4437	840	443700	360420	-83280	0.19	0.81	785	637	-148
0043	2T	15	3248	373	324800	284740	-40060	0.11	0.88	574	503	-71
0043	2T	16	2463	222	246300	227650	-18650	0.09	0.92	435	402	-33
0043	2T	21	3018	409	301800	293210	-8590	0.14	0.97	534	518	-16
0043	2T	23	1824	102	182400	152080	-30320	0.06	0.83	322	269	-53
0043	2T	24	1736	104	173600	135980	-37620	0.06	0.78	307	240	-67
0043	2T	25	1932	103	193200	149500	-43700	0.05	0.77	341	264	-77
0043	2T	26	2036	104	203600	164100	-39500	0.05	0.81	360	290	-70
0043	3F	123	4070	960	407000	328940	-78060	0.24	0.81	720	582	-138
0043	3F	124	3971	777	397100	302650	-94450	0.20	0.76	702	535	-167
0043	3F	125	3214	439	321400	281720	-39680	0.14	0.88	568	498	-70
0043	3F	126	2803	296	280300	253520	-26780	0.11	0.90	496	448	-48
0043	3F	134	3583	624	358300	283540	-74760	0.17	0.79	634	501	-133
0043	3F	135	2957	338	295700	202190	-93510	0.11	0.68	523	357	-166
0043	3F	136	2571	259	257100	207260	-49840	0.10	0.81	455	366	-89
0043	3F	145	2871	280	287100	235550	-51550	0.10	0.82	508	416	-92
0043	3F	146	2263	175	226300	141810	-84490	0.08	0.63	400	250	-150
0043	3F	156	2013	120	201300	194880	-6420	0.06	0.97	356	344	-12
0043	3F	234	1999	129	199900	141840	-58060	0.06	0.71	353	251	-102
0043	3F	235	1808	105	180800	109600	-71200	0.06	0.61	320	193	-127
0043	3F	236	1684	64	168400	91600	-76800	0.04	0.54	298	162	-136
0043	3F	245	1719	59	171900	90790	-81110	0.03	0.53	304	160	-144
0043	3F	246	1496	69	149600	113510	-36090	0.05	0.76	264	200	-64
0043	3F	256	1416	51	141600	92830	-48770	0.04	0.66	250	164	-86
0043	3T	123	1373	180	137300	129050	-8250	0.13	0.94	243	228	-15
0043	3T	124	1259	104	125900	82750	-43150	0.08	0.66	222	146	-76
0043	3T	125	999	61	99900	78970	-20930	0.06	0.79	176	139	-37
0043	3T	126	820	41	82000	65380	-16620	0.05	0.80	145	115	-30
0043	3T	132	1014	91	101400	85680	-15720	0.09	0.84	179	151	-28
0043	3T	134	1062	96	106200	98330	-7870	0.09	0.93	187	174	-13
0043	3T	135	819	38	81900	46590	-35310	0.05	0.57	144	82	-62
0043	3T	136	699	38	69900	60020	-9880	0.05	0.86	123	106	-17
0043	3T	142	987	84	98700	85710	-12990	0.09	0.87	174	151	-23
0043	3T	143	959	48	95900	64970	-30930	0.05	0.68	169	114	-55
0043	3T	145	818	35	81800	45970	-35830	0.04	0.56	144	81	-63
0043	3T	146	608	22	60800	36790	-24010	0.04	0.61	107	65	-42
0043	3T	152	659	32	65900	63340	-2560	0.05	0.96	116	112	-4
0043	3T	153	636	20	63600	47140	-16460	0.03	0.74	112	83	-29
0043	3T	154	615	12	61500	29860	-31640	0.02	0.49	108	52	-56
0043	3T	156	520	16	52000	55900	3900	0.03	1.08	92	98	6
0043	3T	162	520	14	52000	40510	-11490	0.03	0.78	92	71	-21
0043	3T	163	502	12	50200	42840	-7360	0.02	0.85	88	75	-13
0043	3T	164	449	9	44900	29060	-15840	0.02	0.65	79	51	-28
0043	3T	165	314	4	31400	7460	-23940	0.01	0.24	55	13	-42
0043	3T	213	566	31	56600	58600	2000	0.05	1.04	100	103	3
0043	3T	214	556	29	55600	46610	-8990	0.05	0.84	98	82	-16
0043	3T	215	542	19	54200	52340	-1860	0.04	0.97	95	92	-3
0043	3T	216	554	16	55400	50250	-5150	0.03	0.91	98	88	-10
0043	3T	231	431	9	43100	46240	3140	0.02	1.07	76	81	5
0043	3T	234	353	4	35300	10450	-24850	0.01	0.30	62	18	-44
0043	3T	235	289	5	28900	30730	1830	0.02	1.06	51	54	3
0043	3T	236	290	5	29000	17830	-11170	0.02	0.61	51	31	-20
0043	3T	241	417	10	41700	41930	230	0.02	1.01	73	74	1
0043	3T	243	302	7	30200	52910	22710	0.02	1.75	53	93	40
0043	3T	245	275	1	27500	2200	-25300	0.00	0.08	48	3	-45
0043	3T	246	270	6	27000	38240	11240	0.02	1.42	47	67	20
0043	3T	251	504	8	50400	23320	-27080	0.02	0.46	89	41	-48
0043	3T	253	300	9	30000	18670	-11330	0.03	0.62	53	33	-20
0043	3T	254	256	1	25600	19000	-6600	0.00	0.74	45	33	-12
0043	3T	256	317	4	31700	10100	-21600	0.01	0.32	56	17	-39
0043	3T	261	547	9	54700	63710	9010	0.02	1.16	96	112	16
0043	3T	263	321	5	32100	27310	-4790	0.02	0.85	56	48	-8
0043	3T	264	281	3	28100	12760	-15340	0.01	0.45	49	22	-27
0043	3T	265	246	5	24600	17860	-6740	0.02	0.73	43	31	-12
0044	1T	1	22337	15332	2233700	2145950	-87750	0.69	0.96	3953	3798	-155
0044	1T	2	12048	3227	1204800	1057690	-147110	0.27	0.88	2132	1872	-260
0044	2F	12	8384	2896	838400	746750	-91650	0.35	0.89	1483	1321	-162
0044	2F	13	7280	1997	728000	610690	-117310	0.27	0.84	1288	1080	-208
0044	2F	14	6814	1519	681400	548580	-132820	0.22	0.81	1206	970	-236
0044	2F	15	4979	660	497900	413540	-84360	0.13	0.83	881	731	-150
0044	2F	16	3814	387	381400	300200	-81200	0.10	0.79	675	531	-144
0044	2F	23	3469	306	346900	248290	-98610	0.09	0.72	613	439	-174
0044	2F	24	3315	288	331500	279040	-52460	0.09	0.84	586	493	-93
0044	2F	25	3417	224	341700	226700	-115000	0.07	0.66	604	401	-203
0044	2F	26	3072	172	307200	197490	-109710	0.06	0.64	543	349	-194
0044	2T	12	5538	1597	553800	483310	-70490	0.29	0.87	980	855	-125
0044	2T	13	4897	1112	489700	410460	-79240	0.23	0.84	866	726	-140
0044	2T	14	4726	883	472600	401030	-71570	0.19	0.85	836	709	-127
0044	2T	15	3309	388	330900	298390	-32510	0.12	0.90	585	528	-57
0044	2T	16	2456	206	245600	203430	-42170	0.08	0.83	434	360	-74
0044	2T	21	2846	375	284600	284840	240	0.13	1.00	503	504	1
0044	2T	23	1919	107	191900	151750	-40150	0.06	0.79	339	268	-71
0044	2T	24	1653	100	165300	140230	-25070	0.06	0.85	292	248	-44
0044	2T	25	1888	86	188800	113540	-75260	0.05	0.60	334	200	-134
0044	2T	26	1787	85	178700	144460	-34240	0.05	0.81	316	255	-61
0044	3F	123	4246	1045	424600	378960	-45640	0.25	0.89	751	670	-81
0044	3F	124	4066	808	406600	334870	-71730	0.20	0.82	719	592	-127
0044	3F	125	3228	418	322800	255610	-67190	0.13	0.79	571	452	-119
0044	3F	126	2791	334	279100	283780	4680	0.12	1.02	493	502	9
0044	3F	134	3617	612	361700	320310	-41390	0.17	0.89	640	566	-74
0044	3F	135	3050	334	305000	214150	-90850	0.11	0.70	539	379	-160
0044	3F	136	2492	219	249200	222500	-26700	0.09	0.89	441	393	-48
0044	3F	145	2795	263	279500	223750	-55750	0.09	0.80	494	396	-98
0044	3F	146	2223	180	222300	179180	-43120	0.08	0.81	393	317	-76
0044	3F	156	1959	108	195900	163360	-32540	0.06	0.83	346	289	-57
0044	3F	234	1998	118	199800	106550	-93250	0.06	0.53	353	188	-165
0044	3F	235	1885	90	188500	96960	-91540	0.05	0.51	333	171	-162
0044	3F	236	1705	67	170500	92270	-78230	0.04	0.54	301	163	-138
0044	3F	245	1658	74	165800	123270	-42530	0.04	0.74	293	218	-75
0044	3F	246	1411	53	141100	97940	-43160	0.04	0.69	249	173	-76
0044	3F	256	1455	40	145500	56180	-89320	0.03	0.39	257	99	-158
0044	3T	123	1416	185	141600	137490	-4110	0.13	0.97	250	243	-7
0044	3T	124	1234	114	123400	105610	-17790	0.09	0.86	218	186	-32
0044	3T	125	1005	79	100500	93220	-7280	0.08	0.93	177	164	-13
0044	3T	126	910	46	91000	95130	4130	0.05	1.05	161	168	7
0044	3T	132	1152	94	115200	96160	-19040	0.08	0.83	203	170	-33
0044	3T	134	1089	93	108900	100870	-8030	0.09	0.93	192	178	-14
0044	3T	135	942	60	94200	68680	-25520	0.06	0.73	166	121	-45
0044	3T	136	732	32	73200	68080	-5120	0.04	0.93	129	120	-9
0044	3T	142	1099	80	109900	101030	-8870	0.07	0.92	194	178	-16
0044	3T	143	996	63	99600	97850	-1750	0.06	0.98	176	173	-3
0044	3T	145	893	40	89300	58690	-30610	0.04	0.66	158	103	-55
0044	3T	146	675	22	67500	46980	-20520	0.03	0.70	119	83	-36
0044	3T	152	703	36	70300	83120	12820	0.05	1.18	124	147	23
0044	3T	153	653	16	65300	46670	-18630	0.02	0.71	115	82	-33
0044	3T	154	630	15	63000	39750	-23250	0.02	0.63	111	70	-41
0044	3T	156	526	21	52600	65140	12540	0.04	1.24	93	115	22
0044	3T	162	525	20	52500	65830	13330	0.04	1.25	92	116	24
0044	3T	163	479	4	47900	9590	-38310	0.01	0.20	84	16	-68
0044	3T	164	420	14	42000	43780	1780	0.03	1.04	74	77	3
0044	3T	165	354	4	35400	55480	20080	0.01	1.57	62	98	36
0044	3T	213	532	24	53200	44140	-9060	0.05	0.83	94	78	-16
0044	3T	214	571	25	57100	48720	-8380	0.04	0.85	101	86	-15
0044	3T	215	499	13	49900	29880	-20020	0.03	0.60	88	52	-36
0044	3T	216	472	17	47200	60290	13090	0.04	1.28	83	106	23
0044	3T	231	434	6	43400	10620	-32780	0.01	0.24	76	18	-58
0044	3T	234	351	4	35100	14710	-20390	0.01	0.42	62	26	-36
0044	3T	235	313	5	31300	34810	3510	0.02	1.11	55	61	6
0044	3T	236	346	5	34600	19480	-15120	0.01	0.56	61	34	-27
0044	3T	241	412	10	41200	56650	15450	0.02	1.38	72	100	28
0044	3T	243	302	6	30200	23540	-6660	0.02	0.78	53	41	-12
0044	3T	245	271	4	27100	74550	47450	0.01	2.75	47	131	84
0044	3T	246	230	6	23000	22660	-340	0.03	0.99	40	40	0
0044	3T	251	486	9	48600	34590	-14010	0.02	0.71	86	61	-25
0044	3T	253	290	3	29000	5080	-23920	0.01	0.18	51	8	-43
0044	3T	254	238	5	23800	25580	1780	0.02	1.07	42	45	3
0044	3T	256	309	3	30900	36240	5340	0.01	1.17	54	64	10
0044	3T	261	430	4	43000	53030	10030	0.01	1.23	76	93	17
0044	3T	263	300	4	30000	34130	4130	0.01	1.14	53	60	7
0044	3T	264	249	3	24900	17980	-6920	0.01	0.72	44	31	-13
0044	3T	265	227	1	22700	8860	-13840	0.00	0.39	40	15	-25
0001	1T	1	20370	11706	2037000	1844290	-192710	0.57	0.91	3605	3264	-341
0001	1T	2	1579	612	157900	143100	-14800	0.39	0.91	279	253	-26
0001	2F	12	11749	3874	1174900	996910	-177990	0.33	0.85	2079	1764	-315
0001	2F	13	4813	1523	481300	391510	-89790	0.32	0.81	851	692	-159
0001	2F	14	2443	708	244300	196260	-48040	0.29	0.80	432	347	-85
0001	2F	15	709	158	70900	64480	-6420	0.22	0.91	125	114	-11
0001	2F	16	478	91	47800	46430	-1370	0.19	0.97	84	82	-2
0001	2F	23	63	11	6300	3340	-2960	0.17	0.53	11	5	-6
0001	2F	24	61	11	6100	3870	-2230	0.18	0.63	10	6	-4
0001	2F	25	77	15	7700	5730	-1970	0.19	0.74	13	10	-3
0001	2F	26	84	14	8400	7110	-1290	0.17	0.85	14	12	-2
0001	2T	12	11740	2878	1174000	951660	-222340	0.25	0.81	2077	1684	-393
0001	2T	13	4813	1112	481300	383730	-97570	0.23	0.80	851	679	-172
0001	2T	14	2443	508	244300	200220	-44080	0.21	0.82	432	354	-78
0001	2T	15	709	113	70900	73920	3020	0.16	1.04	125	130	5
0001	2T	16	478	72	47800	50680	2880	0.15	1.06	84	89	5
0001	2T	21	9	0	900	0	-900	0.00	0.00	1	0	-1
0001	2T	23	63	4	6300	2460	-3840	0.06	0.39	11	4	-7
0001	2T	24	61	6	6100	2940	-3160	0.10	0.48	10	5	-5
0001	2T	25	77	11	7700	7150	-550	0.14	0.93	13	12	-1
0001	2T	26	84	9	8400	7100	-1300	0.11	0.85	14	12	-2
0001	3F	123	3554	947	355400	292360	-63040	0.27	0.82	629	517	-112
0001	3F	124	4313	968	431300	330310	-100990	0.22	0.77	763	584	-179
0001	3F	125	1887	355	188700	160190	-28510	0.19	0.85	333	283	-50
0001	3F	126	1581	256	158100	134180	-23920	0.16	0.85	279	237	-42
0001	3F	134	1284	315	128400	99540	-28860	0.25	0.78	227	176	-51
0001	3F	135	1115	209	111500	75400	-36100	0.19	0.68	197	133	-64
0001	3F	136	1018	158	101800	79940	-21860	0.16	0.79	180	141	-39
0001	3F	145	384	77	38400	29230	-9170	0.20	0.76	67	51	-16
0001	3F	146	344	51	34400	29080	-5320	0.15	0.85	60	51	-9
0001	3F	156	127	21	12700	11460	-1240	0.17	0.90	22	20	-2
0001	3F	234	15	2	1500	450	-1050	0.13	0.30	2	0	-2
0001	3F	235	13	1	1300	360	-940	0.08	0.28	2	0	-2
0001	3F	236	12	3	1200	1500	300	0.25	1.25	2	2	0
0001	3F	245	6	2	600	790	190	0.33	1.32	1	1	0
0001	3F	246	8	1	800	480	-320	0.13	0.60	1	0	-1
0001	3F	256	16	3	1600	830	-770	0.19	0.52	2	1	-1
0001	3T	123	3449	398	344900	279810	-65090	0.12	0.81	610	495	-115
0001	3T	124	4273	415	427300	339090	-88210	0.10	0.79	756	600	-156
0001	3T	125	1887	142	188700	149690	-39010	0.08	0.79	333	264	-69
0001	3T	126	1570	103	157000	138630	-18370	0.07	0.88	277	245	-32
0001	3T	132	105	10	10500	8050	-2450	0.10	0.77	18	14	-4
0001	3T	134	1271	143	127100	114550	-12550	0.11	0.90	224	202	-22
0001	3T	135	1113	87	111300	77910	-33390	0.08	0.70	196	137	-59
0001	3T	136	1014	66	101400	98740	-2660	0.07	0.97	179	174	-5
0001	3T	142	38	5	3800	4760	960	0.13	1.25	6	8	2
0001	3T	143	13	1	1300	670	-630	0.08	0.52	2	1	-1
0001	3T	145	380	23	38000	28820	-9180	0.06	0.76	67	51	-16
0001	3T	146	336	18	33600	21050	-12550	0.05	0.63	59	37	-22
0001	3T	153	2	0	200	0	-200	0.00	0.00	0	0	0
0001	3T	154	4	0	400	0	-400	0.00	0.00	0	0	0
0001	3T	156	115	5	11500	8950	-2550	0.04	0.78	20	15	-5
0001	3T	162	5	0	500	0	-500	0.00	0.00	0	0	0
0001	3T	163	4	1	400	2180	1780	0.25	5.45	0	3	3
0001	3T	164	8	1	800	1260	460	0.13	1.58	1	2	1
0001	3T	165	12	0	1200	0	-1200	0.00	0.00	2	0	-2
0001	3T	214	2	0	200	0	-200	0.00	0.00	0	0	0
0001	3T	216	6	0	600	0	-600	0.00	0.00	1	0	-1
0001	3T	234	15	0	1500	0	-1500	0.00	0.00	2	0	-2
0001	3T	235	12	0	1200	0	-1200	0.00	0.00	2	0	-2
0001	3T	236	11	1	1100	590	-510	0.09	0.54	1	1	0
0001	3T	245	6	1	600	850	250	0.17	1.42	1	1	0
0001	3T	246	6	1	600	1190	590	0.17	1.98	1	2	1
0001	3T	253	1	0	100	0	-100	0.00	0.00	0	0	0
0001	3T	256	14	1	1400	730	-670	0.07	0.52	2	1	-1
0001	3T	263	1	0	100	0	-100	0.00	0.00	0	0	0
0001	3T	264	2	0	200	0	-200	0.00	0.00	0	0	0
0001	3T	265	2	0	200	0	-200	0.00	0.00	0	0	0
0008	1T	1	64318	37654	6431800	5923680	-508120	0.59	0.92	11383	10484	-899
0008	1T	2	6631	2462	663100	583710	-79390	0.37	0.88	1173	1033	-140
0008	2F	12	37243	12159	3724300	3155240	-569060	0.33	0.85	6591	5584	-1007
0008	2F	13	14459	4496	1445900	1145380	-300520	0.31	0.79	2559	2027	-532
0008	2F	14	7474	2136	747400	590820	-156580	0.29	0.79	1322	1045	-277
0008	2F	15	2229	500	222900	188230	-34670	0.22	0.84	394	333	-61
0008	2F	16	1340	281	134000	124590	-9410	0.21	0.93	237	220	-17
0008	2F	23	588	134	58800	51500	-7300	0.23	0.88	104	91	-13
0008	2F	24	263	49	26300	17720	-8580	0.19	0.67	46	31	-15
0008	2F	25	245	34	24500	14860	-9640	0.14	0.61	43	26	-17
0008	2F	26	249	45	24900	18810	-6090	0.18	0.76	44	33	-11
0008	2T	12	37182	9120	3718200	3035220	-682980	0.25	0.82	6580	5372	-1208
0008	2T	13	14459	3256	1445900	1112590	-333310	0.23	0.77	2559	1969	-590
0008	2T	14	7474	1540	747400	582280	-165120	0.21	0.78	1322	1030	-292
0008	2T	15	2229	364	222900	200380	-22520	0.16	0.90	394	354	-40
0008	2T	16	1340	210	134000	132490	-1510	0.16	0.99	237	234	-3
0008	2T	21	61	7	6100	6690	590	0.11	1.10	10	11	1
0008	2T	23	588	81	58800	52660	-6140	0.14	0.90	104	93	-11
0008	2T	24	263	25	26300	14850	-11450	0.10	0.56	46	26	-20
0008	2T	25	245	21	24500	13970	-10530	0.09	0.57	43	24	-19
0008	2T	26	249	27	24900	17750	-7150	0.11	0.71	44	31	-13
0008	3F	123	7166	2012	716600	590100	-126500	0.28	0.82	1268	1044	-224
0008	3F	124	17440	3409	1744000	1295460	-448540	0.20	0.74	3086	2292	-794
0008	3F	125	5492	1012	549200	451810	-97390	0.18	0.82	972	799	-173
0008	3F	126	6004	887	600400	552420	-47980	0.15	0.92	1062	977	-85
0008	3F	134	4882	1075	488200	380990	-107210	0.22	0.78	864	674	-190
0008	3F	135	3401	660	340100	253950	-86150	0.19	0.75	601	449	-152
